City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,kavieng,-2.5744,150.7967,27.78,80,97,2.39,PG,1697300581
279,mwinilunga,-11.7358,24.4293,19.83,86,87,1.51,ZM,1697300581
280,mount carmel,38.4109,-87.7614,14.89,70,75,6.77,US,1697300581
281,waat,51.1454,6.4958,12.84,75,20,3.6,DE,1697300582
282,harar,9.3094,42.1258,19.8,53,64,0.88,ET,1697300582
283,benguela,-12.5763,13.4055,24.06,76,93,4.03,AO,1697300583
284,tommot,58.9564,126.2925,-7.11,91,100,1.36,RU,1697300583
285,batu,-7.87,112.5283,19.46,83,43,0.54,ID,1697300583
286,pontes e lacerda,-15.2261,-59.3353,40.51,24,36,1.1,BR,1697300412
287,ust-tsilma,65.441,52.1498,4.78,81,100,2.68,RU,1697300363
288,poddebice,51.8934,18.9573,13.34,64,100,5.36,PL,1697300584
289,moapa valley,36.5805,-114.4703,21.31,20,13,1.02,US,1697300585
290,port hedland,-20.3167,118.5667,24.03,73,12,2.57,AU,1697300585
291,crane,31.3974,-102.3501,16.75,34,0,6.17,US,1697300585
292,tongchuanshi,35.0806,109.0897,14.91,47,10,2.22,CN,1697300586
293,champerico,14.3,-91.9167,31.3,77,12,2.63,GT,1697300586
294,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,4.12,EC,1697300547
295,bakanas,44.8081,76.2772,8.84,37,55,2.83,KZ,1697300587
296,port alfred,-33.5906,26.891,17.32,80,99,0.89,ZA,1697300587
297,lompoc,34.6391,-120.4579,21.07,84,20,0.0,US,1697300416
298,zhaodong,46.0833,125.9833,12.94,45,54,6.21,CN,1697300588
299,tymovskoye,50.8456,142.655,6.44,83,67,2.45,RU,1697300588
300,huilong,31.8111,121.655,18.85,75,4,3.59,CN,1697300588
301,puerto deseado,-47.7503,-65.8938,9.76,61,1,5.0,AR,1697300589
302,port pirie,-33.1833,138.0167,10.69,89,32,2.28,AU,1697300589
303,fort bragg,35.139,-79.006,21.75,96,100,2.06,US,1697300589
304,hard bargain,26.3167,-77.5667,28.23,84,73,6.31,BS,1697300590
305,saldanha,-33.0117,17.9442,27.03,60,46,9.59,ZA,1697300590
306,quellon,-43.1167,-73.6167,8.94,67,98,4.25,CL,1697300590
307,nyurba,63.2842,118.3319,-12.16,92,9,1.79,RU,1697300591
308,tomatlan,19.9333,-105.25,28.98,69,17,0.24,MX,1697300591
309,afaahiti,-17.75,-149.2833,21.93,74,52,4.77,PF,1697300591
310,revda,56.801,59.9303,3.58,84,38,4.83,RU,1697300592
311,kudymkar,59.0173,54.656,2.0,91,61,2.58,RU,1697300592
312,tazacorte,28.629,-17.9293,31.54,31,0,2.57,ES,1697300592
313,ketchikan,55.3422,-131.6461,12.99,94,100,6.17,US,1697300593
314,nchelenge,-9.3451,28.734,23.61,65,100,2.41,ZM,1697300593
315,puerto santa,-8.9906,-78.6456,21.03,78,49,4.39,PE,1697300594
316,tralee,52.2704,-9.7026,11.14,62,40,4.63,IE,1697300594
317,tazovsky,67.4667,78.7,1.63,98,100,4.8,RU,1697300594
318,sitka,57.0531,-135.33,12.94,76,100,9.77,US,1697300594
319,biryusinsk,55.9634,97.8235,3.22,74,58,1.8,RU,1697300595
320,fortuna,40.5982,-124.1573,14.96,94,0,4.12,US,1697300595
321,gebeit,21.0667,36.3167,29.34,24,0,4.32,SD,1697300595
322,namibe,-15.1961,12.1522,20.38,69,98,3.25,AO,1697300596
323,olutanga,7.3106,122.8464,27.83,75,100,2.5,PH,1697300596
324,bagan,54.1001,77.6646,8.94,45,100,5.54,RU,1697300596
325,igrim,63.1906,64.4162,6.12,85,96,3.58,RU,1697300597
326,kandira,41.0736,30.1746,18.1,83,35,2.89,TR,1697300597
327,kangding,30.0513,101.9603,8.75,94,96,1.82,CN,1697300598
328,klyuchi,52.2667,79.1667,9.9,37,100,5.26,RU,1697300598
329,howrah,22.5892,88.3103,29.0,79,20,0.0,IN,1697300598
330,vakfikebir,41.0458,39.2764,17.93,82,0,3.11,TR,1697300599
331,urucui,-7.2294,-44.5561,40.16,19,32,3.21,BR,1697300599
332,camalu,30.85,-116.0667,20.43,63,0,0.95,MX,1697300599
333,eyl,7.9803,49.8164,27.95,76,0,5.15,SO,1697300599
334,maitum,6.0392,124.4986,26.49,75,93,1.4,PH,1697300600
335,khorixas,-20.3667,14.9667,28.51,13,81,6.8,NA,1697300600
336,bahar,34.9072,48.4414,15.09,26,0,2.06,IR,1697300600
337,tura,25.5198,90.2201,20.93,86,0,1.16,IN,1697300601
338,ottersberg,53.1,9.15,11.18,69,67,6.74,DE,1697300601
339,tadine,-21.55,167.8833,21.02,92,70,4.14,NC,1697300601
340,cill airne,52.05,-9.5167,11.03,62,40,4.63,IE,1697300602
341,la'ie,21.6477,-157.9253,23.98,86,4,2.43,US,1697300602
342,yelizovo,53.1873,158.3805,5.08,100,100,3.13,RU,1697300602
343,massenya,11.4039,16.1705,37.3,18,8,3.29,TD,1697300603
344,djibo,14.1022,-1.6306,39.03,11,33,4.88,BF,1697300603
345,bodo,67.28,14.405,5.99,65,75,3.6,NO,1697300603
346,nadym,65.5333,72.5167,3.01,95,100,3.83,RU,1697300604
347,magadan,59.5667,150.8,-1.77,73,19,2.68,RU,1697300604
348,tuma,55.148,40.5537,10.51,77,99,5.5,RU,1697300604
349,charters towers,-20.1,146.2667,18.71,85,69,3.47,AU,1697300605
350,kermit,31.8576,-103.0927,15.91,36,0,3.6,US,1697300605
351,port sudan,19.6175,37.2164,29.9,66,0,4.72,SD,1697300606
352,dunedin,-45.8742,170.5036,9.33,82,34,4.92,NZ,1697300606
353,lethem,3.3803,-59.7968,35.36,41,58,2.11,GY,1697300606
354,tefe,-3.3542,-64.7114,32.06,62,40,1.54,BR,1697300607
355,perry,37.2506,-83.1999,22.1,83,76,5.24,US,1697300607
356,tam ky,15.5667,108.4833,23.78,94,100,3.01,VN,1697300607
357,amos,48.5669,-78.1162,6.83,88,98,3.76,CA,1697300471
358,zheleznogorsk-ilimskiy,56.5768,104.1217,1.87,96,100,7.15,RU,1697300608
359,hassi messaoud,31.6804,6.0729,32.92,13,0,2.57,DZ,1697300608
360,san jose,37.3394,-121.895,18.28,66,75,11.62,US,1697300609
361,rosa zarate,0.3333,-79.4667,26.34,83,100,0.93,EC,1697300609
362,noshiro,40.2039,140.0242,13.25,80,81,2.55,JP,1697300609
363,ambon,-3.6954,128.1814,28.26,95,40,1.03,ID,1697300610
364,galliano,29.4422,-90.2992,27.0,54,0,4.12,US,1697300610
365,nar'yan-mar,67.6713,53.087,-2.16,93,69,1.79,RU,1697300610
366,torbat-e jam,35.244,60.6225,14.48,30,4,2.24,IR,1697300611
367,cao bang,22.6667,106.25,20.08,85,99,0.86,VN,1697300611
368,qamdo,31.1667,97.2333,0.73,54,95,0.93,CN,1697300612
369,axim,4.8699,-2.2405,26.58,82,59,4.23,GH,1697300612
370,brisas de zicatela,15.8369,-97.0419,30.29,54,75,1.54,MX,1697300612
371,chavantes,-23.0389,-49.7094,24.93,58,58,4.97,BR,1697300613
372,pacific grove,36.6177,-121.9166,14.69,89,75,0.45,US,1697300613
373,leava,-14.3,-178.1667,26.8,81,38,9.53,WF,1697300613
374,cabo san lucas,22.8909,-109.9124,29.17,70,0,2.57,MX,1697300613
375,thunder bay,48.4001,-89.3168,8.99,81,75,5.66,CA,1697300614
376,khowy,38.5503,44.9521,17.91,43,1,0.89,IR,1697300614
377,phan thiet,10.9333,108.1,25.54,91,89,1.92,VN,1697300615
378,malango,-2.9627,119.9001,19.78,97,89,0.98,ID,1697300615
379,palanga,55.9175,21.0686,13.01,67,20,6.17,LT,1697300616
380,kuqa,41.7278,82.9364,17.77,31,50,1.51,CN,1697300616
381,terrace heights,46.6062,-120.4398,13.79,77,40,0.0,US,1697300617
382,howard springs,-12.497,131.047,27.95,69,59,1.99,AU,1697300617
383,joao pinheiro,-17.7425,-46.1725,35.25,27,45,2.5,BR,1697300617
384,kouroussa,10.65,-9.8833,30.08,69,88,1.45,GN,1697300618
385,nyakabindi,-2.6333,33.9833,28.09,44,88,4.43,TZ,1697300618
386,greenwood,34.1668,-82.1165,20.16,53,100,2.57,US,1697300618
387,nelson bay,-32.7167,152.15,19.44,71,0,5.81,AU,1697300523
388,essaouira,31.5125,-9.77,34.72,17,75,3.09,MA,1697300619
389,dingzhou,38.5131,114.9956,14.06,39,0,2.66,CN,1697300619
390,nabire,-3.3667,135.4833,24.52,90,100,1.02,ID,1697300620
391,long beach,33.767,-118.1892,21.35,86,40,1.54,US,1697300397
392,ulysses,37.5814,-101.3552,9.16,49,0,7.72,US,1697300620
393,baruun-urt,46.6806,113.2792,2.7,42,0,2.92,MN,1697300621
394,black forest,39.0131,-104.7008,3.76,69,20,4.63,US,1697300621
395,laminusa,5.5549,120.9136,28.36,78,69,3.71,PH,1697300621
396,holualoa,19.6228,-155.9522,21.91,82,75,2.57,US,1697300622
397,arteche,12.2645,125.4048,25.79,90,77,1.83,PH,1697300622
398,znamenskoye,57.1281,73.8282,6.11,78,100,3.72,RU,1697300622
399,zhovkva,50.0583,23.9726,19.13,52,10,5.83,UA,1697300622
400,maumere,-8.6199,122.2111,25.97,81,84,2.12,ID,1697300623
401,teotitlan,18.1319,-97.0767,24.27,68,100,1.86,MX,1697300623
402,xichang,27.8964,102.2634,14.96,87,92,0.59,CN,1697300623
403,ixtapa,20.7,-105.2,29.57,74,20,1.34,MX,1697300624
404,ghadamis,30.1337,9.5007,29.64,14,0,3.88,LY,1697300624
405,inhambane,-23.865,35.3833,23.99,64,75,7.72,MZ,1697300624
406,port saint john's,-31.6229,29.5448,18.25,69,20,7.95,ZA,1697300624
407,pandan,14.0453,124.1694,26.66,84,47,2.83,PH,1697300625
408,shamakhi,40.6314,48.6414,12.61,58,0,0.45,AZ,1697300625
409,westport,41.1415,-73.3579,13.02,85,100,2.06,US,1697300625
410,cidreira,-30.1811,-50.2056,18.13,71,5,6.63,BR,1697300626
411,vylkove,45.4021,29.586,16.52,83,22,5.09,UA,1697300626
412,changyon,38.2508,125.0961,12.9,88,11,1.47,KP,1697300626
413,san jose del guaviare,2.5729,-72.6459,28.44,72,100,1.01,CO,1697300627
414,tulum,20.2167,-87.4667,32.15,63,98,3.14,MX,1697300627
415,ponta delgada,37.7333,-25.6667,22.4,83,40,7.2,PT,1697300627
416,cambria,35.5641,-121.0808,19.79,52,3,1.06,US,1697300627
417,coxen hole,16.3244,-86.5366,30.6,84,40,2.06,HN,1697300628
418,peniche,39.3558,-9.3811,23.39,81,85,5.65,PT,1697300628
419,alangayam,12.6,78.75,22.9,84,92,1.56,IN,1697300628
420,polyarnyy,69.1989,33.4478,1.17,80,100,8.7,RU,1697300629
421,souillac,-20.5167,57.5167,23.21,64,40,3.09,MU,1697300629
422,piatykhatky,48.4133,33.7106,15.49,69,24,4.83,UA,1697300629
423,barra de santo antonio,-9.4047,-35.5072,29.6,68,89,5.56,BR,1697300630
424,anadyr,64.75,177.4833,0.28,86,100,1.0,RU,1697300630
425,simdega,22.6167,84.5167,22.72,63,0,1.7,IN,1697300630
426,igbeti,8.75,4.1333,30.48,64,46,1.48,NG,1697300631
427,sirte,31.2089,16.5887,24.52,58,0,3.01,LY,1697300631
428,cockburn town,21.4612,-71.1419,28.63,73,78,2.35,TC,1697300563
429,klaksvik,62.2266,-6.589,2.51,73,100,15.3,FO,1697300632
430,valderice,38.0401,12.6151,24.05,73,0,3.09,IT,1697300632
431,linqiong,30.4159,103.4609,20.9,75,99,1.04,CN,1697300632
432,st. john's,47.5649,-52.7093,14.32,98,100,9.26,CA,1697300594
433,sisimiut,66.9395,-53.6735,0.16,83,100,6.29,GL,1697300633
434,saskatoon,52.1168,-106.6345,7.99,79,100,5.14,CA,1697300358
435,fort st. john,56.2499,-120.8529,3.94,100,100,4.12,CA,1697300458
436,safaga,26.7292,33.9365,27.99,44,0,7.81,EG,1697300634
437,paola,39.3599,16.0396,23.62,81,17,1.54,IT,1697300634
438,faya-largeau,17.9257,19.1043,35.66,13,0,5.43,TD,1697300634
439,balikpapan,-1.2675,116.8289,28.55,84,40,1.54,ID,1697300635
440,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697300635
441,callaway,30.153,-85.5699,26.06,75,0,2.68,US,1697300635
442,nishinoomote,30.7333,131.0,22.96,66,44,10.71,JP,1697300636
443,shimoda,34.6667,138.95,16.72,94,100,3.21,JP,1697300636
444,labytnangi,66.6572,66.4183,-2.16,89,94,2.4,RU,1697300636
445,pirallahi,40.4723,50.333,16.08,65,0,1.21,AZ,1697300637
446,alice springs,-23.7,133.8833,11.75,24,0,0.0,AU,1697300637
447,pacasmayo,-7.4006,-79.5714,21.84,73,43,5.43,PE,1697300638
448,morant bay,17.8815,-76.4093,32.79,66,60,2.98,JM,1697300638
449,manta,-0.95,-80.7333,27.88,74,100,3.6,EC,1697300638
450,dawesville,30.9224,-84.0091,22.6,83,100,2.57,US,1697300639
451,wynnum,-27.45,153.1667,20.05,76,0,2.57,AU,1697300639
452,buka,40.8108,69.1986,11.03,40,4,2.46,UZ,1697300640
453,nili,33.7218,66.1302,13.66,17,3,2.27,AF,1697300640
454,igarape acu,-1.1289,-47.62,38.0,30,37,3.5,BR,1697300640
455,male,4.1748,73.5089,28.97,74,40,2.06,MV,1697300500
456,rawson,-43.3002,-65.1023,21.61,24,75,9.87,AR,1697300641
457,ancud,-41.8697,-73.8203,10.02,67,89,2.22,CL,1697300641
458,okhotsk,59.3833,143.3,2.29,76,100,3.48,RU,1697300642
459,skidaway island,31.9349,-81.0471,22.78,83,100,4.63,US,1697300642
460,longboat key,27.4125,-82.659,30.05,60,75,4.63,US,1697300642
461,kanniyakumari,8.0833,77.5667,26.67,83,96,5.38,IN,1697300643
462,murzuq,25.9155,13.9184,28.16,19,0,1.87,LY,1697300643
463,balqash,46.8481,74.995,9.4,51,85,4.29,KZ,1697300644
464,timbuktu,16.7735,-3.0074,39.06,9,1,3.76,ML,1697300644
465,lionel town,17.8101,-77.2406,32.94,61,79,3.08,JM,1697300644
466,hovd,48.0056,91.6419,9.05,53,99,0.43,MN,1697300645
467,auki,-8.7676,160.7034,24.84,90,55,1.63,SB,1697300645
468,koh kong,11.6175,102.9806,26.72,86,100,1.54,KH,1697300645
469,sulak,43.2734,47.5146,18.96,84,100,2.78,RU,1697300646
470,al mahwit,15.4701,43.5448,18.13,71,34,1.74,YE,1697300646
471,palangkaraya,-2.2,113.8333,26.32,77,100,0.87,ID,1697300646
472,san kamphaeng,18.7449,99.1195,25.01,96,75,1.03,TH,1697300647
473,singaraja,-8.112,115.0882,25.97,76,31,1.38,ID,1697300647
474,illizi,26.4833,8.4667,32.89,14,69,5.62,DZ,1697300647
475,chernyshevskiy,63.0128,112.4714,-3.34,97,99,0.14,RU,1697300648
476,padang,-0.9492,100.3543,27.03,92,76,1.07,ID,1697300648
477,barcelos,41.5388,-8.6151,24.27,67,53,2.75,PT,1697300648
478,vilyuysk,63.7553,121.6247,-4.9,62,9,1.34,RU,1697300649
479,northam,51.0333,-4.2167,12.01,69,54,7.41,GB,1697300649
480,korablino,53.9164,40.0133,13.32,55,99,7.63,RU,1697300649
481,yuzhno-kurilsk,44.0306,145.8556,14.1,69,100,2.23,RU,1697300650
482,kourou,5.1552,-52.6478,34.03,54,28,5.08,GF,1697300650
483,half moon bay,37.4636,-122.4286,18.12,76,100,2.06,US,1697300650
484,gamba,-2.65,10.0,25.07,88,100,3.05,GA,1697300651
485,trencin,48.8333,18.25,18.54,81,54,1.89,SK,1697300651
486,lockleys,-34.9256,138.5341,14.33,79,75,3.6,AU,1697300652
487,oschersleben,52.0333,11.25,11.11,62,86,6.43,DE,1697300652
488,cannonvale,-20.2833,148.7,21.66,81,83,2.39,AU,1697300653
489,celle,52.6226,10.0805,13.59,71,80,4.12,DE,1697300624
490,ciudad melchor muzquiz,27.8833,-101.5167,21.1,38,100,2.19,MX,1697300655
491,aripuana,-9.1667,-60.6333,39.95,26,58,1.45,BR,1697300659
492,skovorodino,53.9833,123.9167,0.39,64,100,8.95,RU,1697300661
493,aldinga beach,-35.2793,138.4604,14.26,82,94,3.54,AU,1697300662
494,sarh,9.1429,18.3923,31.95,66,20,2.06,TD,1697300662
495,gubkinskiy,64.434,76.5026,3.19,98,100,3.9,RU,1697300662
496,sao goncalo do sapucai,-21.8922,-45.5953,25.96,61,100,2.79,BR,1697300665
497,marsh harbour,26.5412,-77.0636,28.85,79,68,6.42,BS,1697300666
498,bowen,-20.0167,148.2333,21.49,79,68,3.55,AU,1697300666
499,tarnogskiy gorodok,60.4997,43.5761,7.02,88,100,5.71,RU,1697300667
500,pokhara,28.2333,83.9833,17.59,87,7,2.48,NP,1697300564
501,pakxan,18.3778,103.6601,22.98,94,34,1.15,LA,1697300667
502,ghanzi,-21.5667,21.7833,34.14,10,52,1.48,BW,1697300668
503,placido de castro,-10.3353,-67.1856,36.01,40,97,1.58,BR,1697300668
504,belle fourche,44.6714,-103.8522,7.27,72,6,3.01,US,1697300668
505,atar,20.5169,-13.0499,39.74,9,43,4.43,MR,1697300669
506,ardakan,32.31,54.0175,26.29,24,79,2.81,IR,1697300669
507,pangody,65.85,74.4859,2.56,96,100,2.01,RU,1697300670
508,nuku'alofa,-21.1333,-175.2,22.19,83,75,3.09,TO,1697300670
509,monte cristo,-31.3431,-63.9444,23.75,29,0,5.56,AR,1697300600
510,guarapari,-20.6667,-40.4975,24.38,94,100,4.34,BR,1697300669
511,taro,-8.3862,115.28,23.0,86,29,0.19,ID,1697300671
512,marka,1.7159,44.7717,26.42,86,22,7.0,SO,1697300672
513,higuera de zaragoza,25.95,-109.2833,27.96,63,0,2.3,MX,1697300672
514,extrema,-22.8547,-46.3183,21.22,77,96,2.51,BR,1697300672
515,sinabang,2.4803,96.3801,25.41,85,100,1.15,ID,1697300673
516,kargil,34.5667,76.1,3.91,68,99,2.09,IN,1697300673
517,hami,42.8,93.45,19.37,21,34,2.64,CN,1697300673
518,seneffe,50.5313,4.263,12.04,81,40,2.06,BE,1697300674
519,rongelap,11.1635,166.8941,28.03,77,87,2.84,MH,1697300674
520,moree,-29.4667,149.85,15.66,46,0,3.26,AU,1697300674
521,mersin,36.862,34.6509,23.38,68,1,1.14,TR,1697300675
522,esuk oron,4.8029,8.2534,27.97,76,93,3.74,NG,1697300675
523,kununurra,-15.7667,128.7333,20.99,73,41,0.0,AU,1697300675
524,greater sudbury,46.49,-80.99,10.03,79,89,2.24,CA,1697300415
525,bushehr,28.9684,50.8385,31.05,70,0,3.09,IR,1697300676
526,diamantino,-14.4086,-56.4461,39.32,26,92,1.65,BR,1697300677
527,murun-kuren,49.6342,100.1625,7.28,45,2,0.32,MN,1697300677
528,borogontsy,62.6683,131.1683,-5.95,73,84,1.34,RU,1697300677
529,george,-33.963,22.4617,15.75,77,20,9.26,ZA,1697300678
530,cadale,2.7603,46.3222,26.98,84,8,5.19,SO,1697300678
531,salekhard,66.53,66.6019,-1.6,90,99,2.2,RU,1697300671
532,mana,5.6592,-53.7767,32.35,60,8,5.19,GF,1697300678
533,port douglas,-16.4833,145.4667,22.25,79,49,2.98,AU,1697300679
534,rampur,28.8167,79.0333,24.06,53,5,0.56,IN,1697300679
535,happy valley-goose bay,53.3168,-60.3315,7.17,93,100,11.83,CA,1697300679
536,bolobo,-2.1667,16.2333,22.53,96,100,1.47,CD,1697300680
537,greeley,40.4233,-104.7091,7.75,64,57,2.4,US,1697300555
538,massakory,12.996,15.7293,38.65,12,3,5.04,TD,1697300680
539,sironko,1.2313,34.2477,20.72,83,76,3.45,UG,1697300681
540,sassandra,4.95,-6.0833,27.69,76,38,3.68,CI,1697300681
541,kone,-21.0595,164.8658,20.72,93,74,1.92,NC,1697300681
542,verkhnevilyuysk,63.4453,120.3167,-7.33,91,7,2.11,RU,1697300682
543,mossel bay,-34.1831,22.146,16.96,79,35,10.63,ZA,1697300682
544,oranjemund,-28.55,16.4333,16.79,74,53,4.84,NA,1697300682
545,nguigmi,14.2495,13.1092,35.81,21,6,2.67,NE,1697300683
546,san ignacio de velasco,-16.3667,-60.95,37.26,27,63,2.54,BO,1697300684
547,ingeniero jacobacci,-41.3427,-69.5448,14.04,31,3,2.99,AR,1697300684
548,baise city,23.8997,106.6133,18.76,89,1,1.4,CN,1697300684
549,dalbandin,28.8947,64.4101,27.03,21,8,2.31,PK,1697300685
550,watsa,3.0372,29.5355,22.22,83,98,0.55,CD,1697300685
551,mersa matruh,31.3525,27.2453,24.11,57,40,5.14,EG,1697300686
552,kattivakkam,13.2167,80.3167,28.93,84,36,3.29,IN,1697300686
553,egilsstadir,65.2653,-14.3948,-2.05,69,20,2.06,IS,1697300686
554,umluj,25.0213,37.2685,28.23,59,0,6.41,SA,1697300687
555,bel ombre,-4.6167,55.4167,25.91,94,40,3.6,SC,1697300687
556,poronaysk,49.2167,143.1167,7.38,93,14,3.22,RU,1697300688
557,ola,59.5833,151.2833,-1.44,69,21,2.62,RU,1697300688
558,port blair,11.6667,92.75,26.02,94,40,0.0,IN,1697300688
559,usinsk,65.9939,57.5281,-1.07,98,74,2.24,RU,1697300689
560,olyokminsk,60.3736,120.4264,0.55,82,56,0.89,RU,1697300689
